...1,id_new,party_cand,lr_self,year,ost,left_desc,right_desc,right_words
73,74,PIRATEN,3,2013,0,"gute frage
nicht links nicht rechts halte ich für eine gefährlich irreführende parole dennoch sind linksrechts zu verschwommen bis auf die extreme zu sehr unklar und werden mir zu oft nur noch als schlag schimpfwörter benutzt

g","neonazis
rassismus
ausländerfeindlichkeit
frauenfeindlichkeit
homophobie
menschenverachtung
extremer konservativismus
nationalismus
ablehnung von individualität und individueller freiheit
ablehnung der gleichheit und gleichberechtigung von m",ablehnung
73,74,PIRATEN,3,2013,0,"gute frage
nicht links nicht rechts halte ich für eine gefährlich irreführende parole dennoch sind linksrechts zu verschwommen bis auf die extreme zu sehr unklar und werden mir zu oft nur noch als schlag schimpfwörter benutzt

g","neonazis
rassismus
ausländerfeindlichkeit
frauenfeindlichkeit
homophobie
menschenverachtung
extremer konservativismus
nationalismus
ablehnung von individualität und individueller freiheit
ablehnung der gleichheit und gleichberechtigung von m",gleichheit
73,74,PIRATEN,3,2013,0,"gute frage
nicht links nicht rechts halte ich für eine gefährlich irreführende parole dennoch sind linksrechts zu verschwommen bis auf die extreme zu sehr unklar und werden mir zu oft nur noch als schlag schimpfwörter benutzt

g","neonazis
rassismus
ausländerfeindlichkeit
frauenfeindlichkeit
homophobie
menschenverachtung
extremer konservativismus
nationalismus
ablehnung von individualität und individueller freiheit
ablehnung der gleichheit und gleichberechtigung von m",gleichberechtigung
74,75,GRUENE,5,2013,0,solidarität gerechtigkeit chancengleichheit,umverteilung von unten nach oben lobbyismus,umverteilung
74,75,GRUENE,5,2013,0,solidarität gerechtigkeit chancengleichheit,umverteilung von unten nach oben lobbyismus,lobbyismus
75,76,SPD,3,2013,1,soziale gerechtigkeit chancengleichheit offene gesellschaft,wirtschaftsinteressen besitzstandswahrung konservatives gesellschaftsbild,konservativ
76,77,SPD,2,2013,1,"gerechte steuern 
gleiche chancen für alle 
gewerkschaften und arbeitnehmerechte stärken 
genossenschaften stärken","umverteilung von unten nach oben 
chancen hängen von der herkunft ab 
strukturkonservativ",umverteilung
76,77,SPD,2,2013,1,"gerechte steuern 
gleiche chancen für alle 
gewerkschaften und arbeitnehmerechte stärken 
genossenschaften stärken","umverteilung von unten nach oben 
chancen hängen von der herkunft ab 
strukturkonservativ",chancen
77,78,PIRATEN,3,2013,0,eher egalitäre verteilung von gütern eher internationalsolidarisch emanzipativ bzgl frauen sex minderheiten positives menschenbildminderheitenvertrauen,ungleichheiten in güterverteilung okay sofern ergebnis marktwirtschaftlicher verteilung eher national keine gleichstellung v frauen sex minderheiten negatives menschenbild druck,verteilung
77,78,PIRATEN,3,2013,0,eher egalitäre verteilung von gütern eher internationalsolidarisch emanzipativ bzgl frauen sex minderheiten positives menschenbildminderheitenvertrauen,ungleichheiten in güterverteilung okay sofern ergebnis marktwirtschaftlicher verteilung eher national keine gleichstellung v frauen sex minderheiten negatives menschenbild druck,national
77,78,PIRATEN,3,2013,0,eher egalitäre verteilung von gütern eher internationalsolidarisch emanzipativ bzgl frauen sex minderheiten positives menschenbildminderheitenvertrauen,ungleichheiten in güterverteilung okay sofern ergebnis marktwirtschaftlicher verteilung eher national keine gleichstellung v frauen sex minderheiten negatives menschenbild druck,gleichstellung
77,78,PIRATEN,3,2013,0,eher egalitäre verteilung von gütern eher internationalsolidarisch emanzipativ bzgl frauen sex minderheiten positives menschenbildminderheitenvertrauen,ungleichheiten in güterverteilung okay sofern ergebnis marktwirtschaftlicher verteilung eher national keine gleichstellung v frauen sex minderheiten negatives menschenbild druck,minderheiten
77,78,PIRATEN,3,2013,0,eher egalitäre verteilung von gütern eher internationalsolidarisch emanzipativ bzgl frauen sex minderheiten positives menschenbildminderheitenvertrauen,ungleichheiten in güterverteilung okay sofern ergebnis marktwirtschaftlicher verteilung eher national keine gleichstellung v frauen sex minderheiten negatives menschenbild druck,menschenbild
78,79,FDP,8,2013,0,politisch links stehen menschen die vorwiegend an das gute im menschen glauben die für noch mehr umverteilung und gleichmacherei eintreten und einer kultur der sog politischen korrektheit anhängen,politisch rechts stehen menschen die vorwiegend an das schlechte im menschen glauben die gesellschaft wenig durchlässig gestalten wollen und traditionelle abgrenzungen pflegen,mensch
78,79,FDP,8,2013,0,politisch links stehen menschen die vorwiegend an das gute im menschen glauben die für noch mehr umverteilung und gleichmacherei eintreten und einer kultur der sog politischen korrektheit anhängen,politisch rechts stehen menschen die vorwiegend an das schlechte im menschen glauben die gesellschaft wenig durchlässig gestalten wollen und traditionelle abgrenzungen pflegen,mensch
78,79,FDP,8,2013,0,politisch links stehen menschen die vorwiegend an das gute im menschen glauben die für noch mehr umverteilung und gleichmacherei eintreten und einer kultur der sog politischen korrektheit anhängen,politisch rechts stehen menschen die vorwiegend an das schlechte im menschen glauben die gesellschaft wenig durchlässig gestalten wollen und traditionelle abgrenzungen pflegen,gesellschaft
80,81,DIE LINKE,1,2013,0,"sozial
friedlich
gerecht
international
weltoffen
solidarisch","national
engstirnig
ungerecht
hierarchisch
altmodisch",national
81,82,SPD,3,2013,0,solidarität d starken vereinbarkeit familie  beruf offene gesellschaft regeln für die finanzmärkte,marktgesellschaft überkommene rollenbilder nationale eigner,national
82,83,GRUENE,3,2013,0,solidarisch emanzipativ partizipativ,statusbewahrend chauvinistisch neoliberal nationalistisch,neoliberal
82,83,GRUENE,3,2013,0,solidarisch emanzipativ partizipativ,statusbewahrend chauvinistisch neoliberal nationalistisch,nationalistisch
83,84,GRUENE,3,2013,0,ich nutze diese begriffe ungern wenn doch links ist emanzipatorisch gesellschaftlich progressiv auf gleichbehandlung soziale gerechtigkeit  und inklusion zielend kann ökologisch sein häufig aber auch abwertend auch der ökologie gegenüber,ich nutze diese begriffe ungern wenn dochrechts ist eher wirtschaftsfreundlich soziale ungleichheit akzeptierend traditionelle familien und sozialkonzepte fördernd kann ökologisch sein aber häufig den interessen der wirtschaft vorrang ei,wirtschaftsfreundlich
83,84,GRUENE,3,2013,0,ich nutze diese begriffe ungern wenn doch links ist emanzipatorisch gesellschaftlich progressiv auf gleichbehandlung soziale gerechtigkeit  und inklusion zielend kann ökologisch sein häufig aber auch abwertend auch der ökologie gegenüber,ich nutze diese begriffe ungern wenn dochrechts ist eher wirtschaftsfreundlich soziale ungleichheit akzeptierend traditionelle familien und sozialkonzepte fördernd kann ökologisch sein aber häufig den interessen der wirtschaft vorrang ei,sozial
83,84,GRUENE,3,2013,0,ich nutze diese begriffe ungern wenn doch links ist emanzipatorisch gesellschaftlich progressiv auf gleichbehandlung soziale gerechtigkeit  und inklusion zielend kann ökologisch sein häufig aber auch abwertend auch der ökologie gegenüber,ich nutze diese begriffe ungern wenn dochrechts ist eher wirtschaftsfreundlich soziale ungleichheit akzeptierend traditionelle familien und sozialkonzepte fördernd kann ökologisch sein aber häufig den interessen der wirtschaft vorrang ei,ungleichheit
83,84,GRUENE,3,2013,0,ich nutze diese begriffe ungern wenn doch links ist emanzipatorisch gesellschaftlich progressiv auf gleichbehandlung soziale gerechtigkeit  und inklusion zielend kann ökologisch sein häufig aber auch abwertend auch der ökologie gegenüber,ich nutze diese begriffe ungern wenn dochrechts ist eher wirtschaftsfreundlich soziale ungleichheit akzeptierend traditionelle familien und sozialkonzepte fördernd kann ökologisch sein aber häufig den interessen der wirtschaft vorrang ei,ökologisch
83,84,GRUENE,3,2013,0,ich nutze diese begriffe ungern wenn doch links ist emanzipatorisch gesellschaftlich progressiv auf gleichbehandlung soziale gerechtigkeit  und inklusion zielend kann ökologisch sein häufig aber auch abwertend auch der ökologie gegenüber,ich nutze diese begriffe ungern wenn dochrechts ist eher wirtschaftsfreundlich soziale ungleichheit akzeptierend traditionelle familien und sozialkonzepte fördernd kann ökologisch sein aber häufig den interessen der wirtschaft vorrang ei,interessen
83,84,GRUENE,3,2013,0,ich nutze diese begriffe ungern wenn doch links ist emanzipatorisch gesellschaftlich progressiv auf gleichbehandlung soziale gerechtigkeit  und inklusion zielend kann ökologisch sein häufig aber auch abwertend auch der ökologie gegenüber,ich nutze diese begriffe ungern wenn dochrechts ist eher wirtschaftsfreundlich soziale ungleichheit akzeptierend traditionelle familien und sozialkonzepte fördernd kann ökologisch sein aber häufig den interessen der wirtschaft vorrang ei,wirtschaft
83,84,GRUENE,3,2013,0,ich nutze diese begriffe ungern wenn doch links ist emanzipatorisch gesellschaftlich progressiv auf gleichbehandlung soziale gerechtigkeit  und inklusion zielend kann ökologisch sein häufig aber auch abwertend auch der ökologie gegenüber,ich nutze diese begriffe ungern wenn dochrechts ist eher wirtschaftsfreundlich soziale ungleichheit akzeptierend traditionelle familien und sozialkonzepte fördernd kann ökologisch sein aber häufig den interessen der wirtschaft vorrang ei,vorrang
84,85,AfD,6,2013,0,links steht meiner erfahrung nach mittlerweile für faschistisch antideutsch und antidemokratisch,für mich steht der begriff rechts für rechtsstaatlich und nationalistisch für recht und ordnung,rechtsstaatlich
84,85,AfD,6,2013,0,links steht meiner erfahrung nach mittlerweile für faschistisch antideutsch und antidemokratisch,für mich steht der begriff rechts für rechtsstaatlich und nationalistisch für recht und ordnung,nationalistisch
84,85,AfD,6,2013,0,links steht meiner erfahrung nach mittlerweile für faschistisch antideutsch und antidemokratisch,für mich steht der begriff rechts für rechtsstaatlich und nationalistisch für recht und ordnung,recht
84,85,AfD,6,2013,0,links steht meiner erfahrung nach mittlerweile für faschistisch antideutsch und antidemokratisch,für mich steht der begriff rechts für rechtsstaatlich und nationalistisch für recht und ordnung,ordnung
85,86,FDP,6,2013,0,interventionistisch  staatsgläubig  bevormundend,autoritär  xenophob,autoritär
86,87,DIE LINKE,2,2013,1,für freiheit gleichheit geschwisterlichkeit aller menschen für radikalen transparenz und demokratie offenheit kritik an aund vor allem an sich selbst für inklusion und widerständigkeit gegen alle arten von zwangsverhältnissen für femin,für nationalismus exklusion fremdenfeindlichkeit bis hin zu hass für verbohrte geschlechterrollen für hass und angst vor allem was herschende ungleichheit und demokratiemängel in frage stellt für homophobie verklemmtheit humorlosigkeit,nationalismus
86,87,DIE LINKE,2,2013,1,für freiheit gleichheit geschwisterlichkeit aller menschen für radikalen transparenz und demokratie offenheit kritik an aund vor allem an sich selbst für inklusion und widerständigkeit gegen alle arten von zwangsverhältnissen für femin,für nationalismus exklusion fremdenfeindlichkeit bis hin zu hass für verbohrte geschlechterrollen für hass und angst vor allem was herschende ungleichheit und demokratiemängel in frage stellt für homophobie verklemmtheit humorlosigkeit,fremdenfeindlichkeit
86,87,DIE LINKE,2,2013,1,für freiheit gleichheit geschwisterlichkeit aller menschen für radikalen transparenz und demokratie offenheit kritik an aund vor allem an sich selbst für inklusion und widerständigkeit gegen alle arten von zwangsverhältnissen für femin,für nationalismus exklusion fremdenfeindlichkeit bis hin zu hass für verbohrte geschlechterrollen für hass und angst vor allem was herschende ungleichheit und demokratiemängel in frage stellt für homophobie verklemmtheit humorlosigkeit,hass
86,87,DIE LINKE,2,2013,1,für freiheit gleichheit geschwisterlichkeit aller menschen für radikalen transparenz und demokratie offenheit kritik an aund vor allem an sich selbst für inklusion und widerständigkeit gegen alle arten von zwangsverhältnissen für femin,für nationalismus exklusion fremdenfeindlichkeit bis hin zu hass für verbohrte geschlechterrollen für hass und angst vor allem was herschende ungleichheit und demokratiemängel in frage stellt für homophobie verklemmtheit humorlosigkeit,hass
86,87,DIE LINKE,2,2013,1,für freiheit gleichheit geschwisterlichkeit aller menschen für radikalen transparenz und demokratie offenheit kritik an aund vor allem an sich selbst für inklusion und widerständigkeit gegen alle arten von zwangsverhältnissen für femin,für nationalismus exklusion fremdenfeindlichkeit bis hin zu hass für verbohrte geschlechterrollen für hass und angst vor allem was herschende ungleichheit und demokratiemängel in frage stellt für homophobie verklemmtheit humorlosigkeit,angst
86,87,DIE LINKE,2,2013,1,für freiheit gleichheit geschwisterlichkeit aller menschen für radikalen transparenz und demokratie offenheit kritik an aund vor allem an sich selbst für inklusion und widerständigkeit gegen alle arten von zwangsverhältnissen für femin,für nationalismus exklusion fremdenfeindlichkeit bis hin zu hass für verbohrte geschlechterrollen für hass und angst vor allem was herschende ungleichheit und demokratiemängel in frage stellt für homophobie verklemmtheit humorlosigkeit,ungleichheit
87,88,SPD,2,2013,0,"chancengleichheit in der bildungspolitik
kampf für eine einwanderungsgesellschaft
kampf gegen soziale armut","segregation in der bildung
abschottung gegenüber einwanderung
schwächere den kräften des marktes überlassen",bildung
87,88,SPD,2,2013,0,"chancengleichheit in der bildungspolitik
kampf für eine einwanderungsgesellschaft
kampf gegen soziale armut","segregation in der bildung
abschottung gegenüber einwanderung
schwächere den kräften des marktes überlassen",abschottung
88,89,SPD,4,2013,0,soziale gerechtigkeit soziale sicherheit verteilungsgerechtigkeit,freiheit weniger konservativ,freiheit
88,89,SPD,4,2013,0,soziale gerechtigkeit soziale sicherheit verteilungsgerechtigkeit,freiheit weniger konservativ,konservativ
90,91,DIE LINKE,1,2013,0,soziale gerechtigkeit,ungerechte verteilung zwischen arm  reich,verteilung
90,91,DIE LINKE,1,2013,0,soziale gerechtigkeit,ungerechte verteilung zwischen arm  reich,reich
92,93,PIRATEN,2,2013,0,starker staat der seine bürger vor ausbeutung und ausplünderung schützt und ein gegengewicht zum kapitalismus darstellt,reaktionär und konservativ ausbeutung der menschen im namen der nation,reaktionär
92,93,PIRATEN,2,2013,0,starker staat der seine bürger vor ausbeutung und ausplünderung schützt und ein gegengewicht zum kapitalismus darstellt,reaktionär und konservativ ausbeutung der menschen im namen der nation,konservativ
92,93,PIRATEN,2,2013,0,starker staat der seine bürger vor ausbeutung und ausplünderung schützt und ein gegengewicht zum kapitalismus darstellt,reaktionär und konservativ ausbeutung der menschen im namen der nation,ausbeutung
92,93,PIRATEN,2,2013,0,starker staat der seine bürger vor ausbeutung und ausplünderung schützt und ein gegengewicht zum kapitalismus darstellt,reaktionär und konservativ ausbeutung der menschen im namen der nation,mensch
